Cites;Authors;title;Year;Source;Publisher;ArticleURL;CitesURL;GSRank;QueryDate;Type;DOI;ISSN;CitationURL;Volume;Issue;StartPage;EndPage;ECC;CitesPerYear;CitesPerAuthor;AuthorCount;Age;Abstract;FullTextURL;RelatedURL
967;HJ Kim, MH Chen;tourism expansion and economic development the case of taiwan;2006;Tourism management;Elsevier;https://www.sciencedirect.com/science/article/pii/S0261517705000609;https://scholar.google.com/scholar?cites=18047964137529233120&as_sdt=2005&sciodt=2007&hl=en;75;15.12.2021 06:56;;;;;;;;;967;6447;484;2;15;This study examines the causal relationship between tourism expansion and economic development in Taiwan. A Granger causality test is performed following the cointegration …;https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7126590/;https://scholar.google.com/scholar?q=related:4E5ryMI_d_oJ:scholar.google.com/&scioq=intitle:tourism+intitle:economic&hl=en&as_sdt=2007
777;B Czarniawska, G Sevón;global ideas how ideas objects and practices travel in a global economy;2005;;Copenhagen Business School Press;;https://scholar.google.com/scholar?cites=3367530649556918796&as_sdt=2005&sciodt=2007&hl=en;74;15.12.2021 08:07;CITATION;;;;;;;;777;4856;389;2;16;;;https://scholar.google.com/scholar?q=related:DKIUqUjfuy4J:scholar.google.com/&scioq=intitle:travel+intitle:economy&hl=en&as_sdt=2007
762;R Durbarry;tourism and economic growth the case of mauritius;2004;Tourism Economics;journals.sagepub.com;https://journals.sagepub.com/doi/abs/10.5367/0000000042430962;https://scholar.google.com/scholar?cites=12762861645261834212&as_sdt=2005&sciodt=2007&hl=en;41;15.12.2021 06:56;;10.5367/0000000042430962;;;;;;;762;4482;762;1;17;Tourism is now believed to provide an impetus to the economic progress of developing nations and its importance is gaining widespread recognition. In fact, the relationship …;;https://scholar.google.com/scholar?q=related:5AdKuwvLHrEJ:scholar.google.com/&scioq=intitle:tourism+intitle:economic&hl=en&as_sdt=2007
683;S Milne, I Ateljevic;tourism economic development and the global-local nexus theory embracing complexity;2001;Tourism geographies;Taylor & Francis;https://www.tandfonline.com/doi/abs/10.1080/146166800110070478;https://scholar.google.com/scholar?cites=7755761922426338878&as_sdt=2005&sciodt=2007&hl=en;2;15.12.2021 06:56;;10.1080/146166800110070478;;;;;;;683;3415;342;2;20;In this paper we review the complex links that exist between the tourism industry and processes of economic development. A brief overview of the industry's economic role at the …;https://www.tandfonline.com/doi/pdf/10.1080/146166800110070478;https://scholar.google.com/scholar?q=related:Pv64bGAAomsJ:scholar.google.com/&scioq=intitle:tourism+intitle:economic&hl=en&as_sdt=2007
629;CM Law;urban tourism the visitor economy and the growth of large cities;2002;;cabdirect.org;https://www.cabdirect.org/cabdirect/abstract/20023052146;https://scholar.google.com/scholar?cites=17331671061240477959&as_sdt=2005&sciodt=2007&hl=en;97;15.12.2021 06:34;BOOK;;;;;;;;629;3311;629;1;19;This book examines every aspect of the relationship between tourism and large cities, covering such issues as why tourists visit cities, why cities want tourists, how cities make …;;https://scholar.google.com/scholar?q=related:B_knyQB3hvAJ:scholar.google.com/&scioq=intitle:tourism+intitle:economy&hl=en&as_sdt=2007
580;B Bramwell;governance the state and sustainable tourism a political economy approach;2011;Journal of sustainable tourism;Taylor & Francis;https://www.tandfonline.com/doi/abs/10.1080/09669582.2011.576765;https://scholar.google.com/scholar?cites=8958041139687018219&as_sdt=2005&sciodt=2007&hl=en;73;15.12.2021 06:34;;10.1080/09669582.2011.576765;;;;;;;580;5800;580;1;10;Collective actions are often needed to promote the objectives of sustainable tourism in destinations. Governance is the basis of these collective actions. This paper contends that …;;https://scholar.google.com/scholar?q=related:605hbvRaUXwJ:scholar.google.com/&scioq=intitle:tourism+intitle:economy&hl=en&as_sdt=2007
564;MJ Walpole, HJ Goodwin;local economic impacts of dragon tourism in indonesia;2000;Annals of tourism research;Elsevier;https://www.sciencedirect.com/science/article/pii/S0160738399000882;https://scholar.google.com/scholar?cites=16509136449506573712&as_sdt=2005&sciodt=2007&hl=en;222;15.12.2021 06:56;;;;;;;;;564;2686;282;2;21;Ecotourism in protected areas is viewed as a sustainable alternative to mass tourism and as a means of providing benefits to local communities which bear the greatest opportunity costs …;;https://scholar.google.com/scholar?q=related:kP1KtSE8HOUJ:scholar.google.com/&scioq=intitle:tourism+intitle:economic&hl=en&as_sdt=2007
559;JL Eugenio-Martin, N Martín Morales, R Scarpa;tourism and economic growth in latin american countries a panel data approach;2004;;papers.ssrn.com;https://papers.ssrn.com/sol3/papers.cfm?abstract-id=504482;https://scholar.google.com/scholar?cites=4205501626869305761&as_sdt=2005&sciodt=2007&hl=en;31;15.12.2021 06:56;;;;;;;;;559;3288;186;3;17;We consider the relationship between tourism and economic growth for Latin American countries since 1985 until 1998. The analysis proposed is based on a panel data approach …;https://www.econstor.eu/bitstream/10419/117908/1/NDL2004-026.pdf;https://scholar.google.com/scholar?q=related:oVHfq3LxXDoJ:scholar.google.com/&scioq=intitle:tourism+intitle:economic&hl=en&as_sdt=2007
548;B Archer, J Fletcher;the economic impact of tourism in the seychelles;1996;Annals of tourism research;Elsevier;https://www.sciencedirect.com/science/article/pii/0160738395000410;https://scholar.google.com/scholar?cites=9940501566993274857&as_sdt=2005&sciodt=2007&hl=en;190;15.12.2021 06:56;;;;;;;;;548;2192;274;2;25;The paper describes the results of a detailed study to analyze the impact made by 1991 tourism expenditure on incomes, employment, public sector revenue and the balance of …;https://www.researchgate.net/profile/John-Fletcher-25/publication/223830680_The_Economic_Impact_of_Tourism_in_the_Seychelles/links/5bb32b8ca6fdccd3cb8176ff/The-Economic-Impact-of-Tourism-in-the-Seychelles.pdf;https://scholar.google.com/scholar?q=related:6RfZFYLB84kJ:scholar.google.com/&scioq=intitle:tourism+intitle:economic&hl=en&as_sdt=2007
529;JE Mbaiwa;enclave tourism and its socio-economic impacts in the okavango delta botswana;2005;Tourism management;Elsevier;https://www.sciencedirect.com/science/article/pii/S0261517703002358;https://scholar.google.com/scholar?cites=9386505084917871300&as_sdt=2005&sciodt=2007&hl=en;380;15.12.2021 06:56;;;;;;;;;529;3306;529;1;16;This paper draws on the dependency paradigm to explain the development of enclave tourism and its socio-economic impacts in the Okavango Delta, Botswana. Using both …;http://168.167.8.130/bitstream/handle/10311/429/Mbaiwa_TM_2005.pdf?sequence=1&isAllowed=y;https://scholar.google.com/scholar?q=related:xHLtlKSQQ4IJ:scholar.google.com/&scioq=intitle:tourism+intitle:economic&hl=en&as_sdt=2007
518;BR Copeland;tourism welfare and de-industrialization in a small open economy;1991;Economica;JSTOR;https://www.jstor.org/stable/2554696;https://scholar.google.com/scholar?cites=15129964421003990348&as_sdt=2005&sciodt=2007&hl=en;79;15.12.2021 06:34;;;;;;;;;518;1727;518;1;30;This paper investigates the effects of an expansion of tourism on welfare, output and factor prices in the host country using a general equilibrium international trade model. In the …;;https://scholar.google.com/scholar?q=related:TNU9mnpu-NEJ:scholar.google.com/&scioq=intitle:tourism+intitle:economy&hl=en&as_sdt=2007
505;M Scollo, A Lal, A Hyland, S Glantz;review of the quality of studies on the economic effects of smoke-free policies on the hospitality industry;2003;Tobacco control;tobaccocontrol.bmj.com;https://tobaccocontrol.bmj.com/content/12/1/13.short;https://scholar.google.com/scholar?cites=8845741076066158479&as_sdt=2005&sciodt=2007&hl=en;1;15.12.2021 07:30;;;;;;;;;505;2806;126;4;18;Objective: To compare the quality and funding source of studies concluding a negative economic impact of smoke-free policies in the hospitality industry to studies concluding no such negative impact. Data sources: Researchers sought all studies produced before 31 …;https://tobaccocontrol.bmj.com/content/tobaccocontrol/12/1/13.full.pdf;https://scholar.google.com/scholar?q=related:j0cBVqRiwnoJ:scholar.google.com/&scioq=intitle:hospitality+intitle:economic&hl=en&as_sdt=2007
503;JE Mbaiwa;the socio-economic and environmental impacts of tourism development on the okavango delta north-western botswana;2003;Journal of arid environments;Elsevier;https://www.sciencedirect.com/science/article/pii/S0140196302911018;https://scholar.google.com/scholar?cites=3545464898728942113&as_sdt=2005&sciodt=2007&hl=en;355;15.12.2021 06:56;;;;;;;;;503;2794;503;1;18;Abstract The Okavango Delta is one of Botswana's leading tourist destination areas, mainly because of the rich wildlife resources it sustains and its scenic beauty. Tourism has …;https://www.academia.edu/download/32556860/socioeconomic_and_environmental_impacto_of_tourism_in_Bowtsuana.pdf;https://scholar.google.com/scholar?q=related:IdpabIoFNDEJ:scholar.google.com/&scioq=intitle:tourism+intitle:economic&hl=en&as_sdt=2007
501;B Seetanah;assessing the dynamic economic impact of tourism for island economies;2011;Annals of tourism research;Elsevier;https://www.sciencedirect.com/science/article/pii/S0160738310001106;https://scholar.google.com/scholar?cites=2106805876764410625&as_sdt=2005&sciodt=2007&hl=en;337;15.12.2021 06:56;;;;;;;;;501;5010;501;1;10;Using a panel data of 19 island economies for the years that span from 1990 to 2007, this study explores the potential contribution of tourism to economic growth and development …;https://www.academia.edu/download/62550808/ASSESSING_THE_DYNAMIC_ECONOMIC_IMPACT_OF_tourism_island_economies_ATR20200330-89809-l5fks2.pdf;https://scholar.google.com/scholar?q=related:AYM_V8jgPB0J:scholar.google.com/&scioq=intitle:tourism+intitle:economic&hl=en&as_sdt=2007
493;TD Andersson;the tourist in the experience economy;2007;Scandinavian journal of hospitality and tourism;Taylor & Francis;https://www.tandfonline.com/doi/abs/10.1080/15022250701224035;https://scholar.google.com/scholar?cites=7282481481448995877&as_sdt=2005&sciodt=2007&hl=en;1;15.12.2021 07:19;;10.1080/15022250701224035;;;;;;;493;3521;493;1;14;In this conceptual article, the tourist experience is proposed as the moment when tourism consumption and tourism production meet. It is also the moment when value is created and resources are consumed and thus the decisive moment for the economics of tourism …;;https://scholar.google.com/scholar?q=related:JbwguVKSEGUJ:scholar.google.com/&scioq=intitle:tourist+intitle:economy&hl=en&as_sdt=2007
486;SMC Loureiro;the role of the rural tourism experience economy in place attachment and behavioral intentions;2014;International Journal of Hospitality Management;Elsevier;https://www.sciencedirect.com/science/article/pii/S0278431914000395;https://scholar.google.com/scholar?cites=1324608531993143171&as_sdt=2005&sciodt=2007&hl=en;161;15.12.2021 06:34;;;;;;;;;486;6943;486;1;7;This study aims to empirically explore the effect of the experience economy on place attachment and behavioral intentions through emotions and memory. To do so, the rural …;https://www.academia.edu/download/45978813/The_role_of_the_rural_tourism_experience20160526-15566-1csdvzo.pdf;https://scholar.google.com/scholar?q=related:gyfnF3H0YRIJ:scholar.google.com/&scioq=intitle:tourism+intitle:economy&hl=en&as_sdt=2007
477;SF Schubert, JG Brida, WA Risso;the impacts of international tourism demand on economic growth of small economies dependent on tourism;2011;Tourism Management;Elsevier;https://www.sciencedirect.com/science/article/pii/S0261517710000543;https://scholar.google.com/scholar?cites=13707069954702767258&as_sdt=2005&sciodt=2007&hl=en;162;15.12.2021 06:56;;;;;;;;;477;4770;159;3;10;This paper studies the impacts on economic growth of a small tourism-driven economy caused by an increase in the growth rate of international tourism demand. We present a …;;https://scholar.google.com/scholar?q=related:mvR8KYBLOb4J:scholar.google.com/&scioq=intitle:tourism+intitle:economic&hl=en&as_sdt=2007
462;MP Hampton;backpacker tourism and economic development;1998;Annals of tourism research;Elsevier;https://www.sciencedirect.com/science/article/pii/S0160738398000218;https://scholar.google.com/scholar?cites=13081779078599002445&as_sdt=2005&sciodt=2007&hl=en;56;15.12.2021 06:56;;;;;;;;;462;2009;462;1;23;International tourism is often perceived by LDC (Less Developed Country) government tourism planners as an engine of economic growth, but the focus is commonly upon mass …;;https://scholar.google.com/scholar?q=related:TckHAsPQi7UJ:scholar.google.com/&scioq=intitle:tourism+intitle:economic&hl=en&as_sdt=2007
461;S Nordin;tourism clustering  innovation paths to economic growth  development;2003;;diva-portal.org;https://www.diva-portal.org/smash/record.jsf?pid=diva2:352389;https://scholar.google.com/scholar?cites=143960856297383640&as_sdt=2005&sciodt=2007&hl=en;852;15.12.2021 06:56;BOOK;;;;;;;;461;2561;461;1;18;Det talas allt oftare om kluster och innovationer och dess betydelse för en ökad konkurrenskraft för det enskilda företaget, men också för regional och nationell utveckling …;https://www.diva-portal.org/smash/get/diva2:352389/FULLTEXT01.pdf;https://scholar.google.com/scholar?q=related:2KYq1aJz_wEJ:scholar.google.com/&scioq=intitle:tourism+intitle:economic&hl=en&as_sdt=2007
460;D Dredge, S Gyimóthy;the collaborative economy and tourism critical perspectives questionable claims and silenced voices;2015;Tourism recreation research;Taylor & Francis;https://www.tandfonline.com/doi/abs/10.1080/02508281.2015.1086076;https://scholar.google.com/scholar?cites=1999025615936858374&as_sdt=2005&sciodt=2007&hl=en;87;15.12.2021 06:34;;10.1080/02508281.2015.1086076;;;;;;;460;7667;230;2;6;House swapping, ridesharing, voluntourism, couchsurfing, dinner hosting and similar innovations epitomize the collaborative economy. The rise of the collaborative economy …;https://vbn.aau.dk/ws/files/218999422/Dredge_Gyimothy_Ver10_preprint_upload.pdf;https://scholar.google.com/scholar?q=related:BqnS1jT3vRsJ:scholar.google.com/&scioq=intitle:tourism+intitle:economy&hl=en&as_sdt=2007
458;JW Lee, T Brahmasrene;investigating the influence of tourism on economic growth and carbon emissions evidence from panel analysis of the european union;2013;Tourism management;Elsevier;https://www.sciencedirect.com/science/article/pii/S0261517713000678;https://scholar.google.com/scholar?cites=10042101427381816410&as_sdt=2005&sciodt=2007&hl=en;49;15.12.2021 06:56;;;;;;;;;458;5725;229;2;8;The study investigates the influence of tourism on economic growth and CO 2 emissions. In the empirical analysis, unit root and cointegration tests using panel data of European Union …;https://www.academia.edu/download/41014437/A201304_JTMA_v38_pp69-76.pdf;https://scholar.google.com/scholar?q=related:WkyJ-Qq2XIsJ:scholar.google.com/&scioq=intitle:tourism+intitle:economic&hl=en&as_sdt=2007
454;B Fayissa, C Nsiah, B Tadasse;impact of tourism on economic growth and development in africa;2008;Tourism Economics;journals.sagepub.com;https://journals.sagepub.com/doi/abs/10.5367/000000008786440229;https://scholar.google.com/scholar?cites=4690455167775780035&as_sdt=2005&sciodt=2007&hl=en;32;15.12.2021 06:56;;10.5367/000000008786440229;;;;;;;454;3492;151;3;13;During the 1990s, Africa experienced a rise in tourist arrivals from 8.4 million to 10.6 million and a growth in receipts from US 2.3billiontoUS 3.7 billion. According to the World Tourism …;https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.512.1096&rep=rep1&type=pdf;https://scholar.google.com/scholar?q=related:w6wrvh_YF0EJ:scholar.google.com/&scioq=intitle:tourism+intitle:economic&hl=en&as_sdt=2007
452;CM Law;urban tourism and its contribution to economic regeneration;1992;Urban studies;journals.sagepub.com;https://journals.sagepub.com/doi/abs/10.1080/00420989220080581;https://scholar.google.com/scholar?cites=12754824147550860178&as_sdt=2005&sciodt=2007&hl=en;211;15.12.2021 06:56;;10.1080/00420989220080581;;;;;;;452;1559;452;1;29;In the 1980s many Britons were amazed to discover that older industrial cities, like Bradford, were promoting themselves as tourist centres. By the end of the decade and the beginning …;;https://scholar.google.com/scholar?q=related:kvNX9_s8ArEJ:scholar.google.com/&scioq=intitle:tourism+intitle:economic&hl=en&as_sdt=2007
450;M Mehmetoglu, M Engen;pine and gilmores concept of experience economy and its dimensions an empirical examination in tourism;2011;… Assurance in Hospitality & Tourism;Taylor & Francis;https://www.tandfonline.com/doi/abs/10.1080/1528008X.2011.541847;https://scholar.google.com/scholar?cites=17192252312430522563&as_sdt=2005&sciodt=2007&hl=en;146;15.12.2021 06:34;;10.1080/1528008X.2011.541847;;;;;;;450;4500;225;2;10;The growing attention placed on experiences can be regarded as a mega-trend, and has given currency to the proposition that experiences function as a personal source of …;https://www.academia.edu/download/50788617/Pine_and_Gilmore_s_Concept_of_Experience_Economy_and_Its_Dimensions_An_Empirical_Examination_in_Tourism.pdf;https://scholar.google.com/scholar?q=related:wzBPw2Mml-4J:scholar.google.com/&scioq=intitle:tourism+intitle:economy&hl=en&as_sdt=2007
446;D Zhou, JF Yanagida, U Chakravorty, ...;estimating economic impacts from tourism;1997;Annals of Tourism …;Elsevier;https://www.sciencedirect.com/science/article/pii/S0160738396000357;https://scholar.google.com/scholar?cites=7567744018351767812&as_sdt=2005&sciodt=2007&hl=en;140;15.12.2021 06:56;;;;;;;;;446;1858;112;4;24;Economists have traditionally used input-output (IO) analysis to examine the impacts of tourism on the economy of a region. This paper introduces a relatively new and alternative …;;https://scholar.google.com/scholar?q=related:BMHxzBYHBmkJ:scholar.google.com/&scioq=intitle:tourism+intitle:economic&hl=en&as_sdt=2007
441;B Fang, Q Ye, R Law;effect of sharing economy on tourism industry employment;2016;Annals of Tourism Research;cabdirect.org;https://www.cabdirect.org/cabdirect/abstract/20163128328;https://scholar.google.com/scholar?cites=7968442871636511975&as_sdt=2005&sciodt=2007&hl=en;94;15.12.2021 06:34;;;;;;;;;441;8820;147;3;5;see more details in the local tourism industry. The results suggest that the entry of sharing economy benefits the entire tourism industry by generating new job positions as more …;;https://scholar.google.com/scholar?q=related:50zjuJKYlW4J:scholar.google.com/&scioq=intitle:tourism+intitle:economy&hl=en&as_sdt=2007
433;L Dwyer, P Forsyth;economic significance of cruise tourism;1998;Annals of tourism research;Elsevier;https://www.sciencedirect.com/science/article/pii/S0160738397000984;https://scholar.google.com/scholar?cites=16407526634271105911&as_sdt=2005&sciodt=2007&hl=en;171;15.12.2021 06:56;;;;;;;;;433;1883;217;2;23;Cruise business is a growing segment of the international tourism market. While there have been studies of its economic impacts on a national level, the issues of the costs and benefits …;https://www.researchgate.net/profile/Larry-Dwyer/publication/223074390_Economic_significance_of_cruise_tourism/links/5d0760cf299bf12e7be6d5f1/Economic-significance-of-cruise-tourism.pdf;https://scholar.google.com/scholar?q=related:d2N9Bos-s-MJ:scholar.google.com/&scioq=intitle:tourism+intitle:economic&hl=en&as_sdt=2007
414;JE Wagner;estimating the economic impacts of tourism;1997;Annals of Tourism Research;Elsevier;https://www.sciencedirect.com/science/article/pii/S016073839700008X;https://scholar.google.com/scholar?cites=11580280830302501807&as_sdt=2005&sciodt=2007&hl=en;66;15.12.2021 06:56;;;;;;;;;414;1725;414;1;24;An important component in assessing the merits of tourism focusing on the ecosystem is determining its economic impact in the designated area. This study uses a social accounting …;;https://scholar.google.com/scholar?q=related:rztyaQ9staAJ:scholar.google.com/&scioq=intitle:tourism+intitle:economic&hl=en&as_sdt=2007
407;DC Frechtling, E Horváth;estimating the multiplier effects of tourism expenditures on a local economy through a regional input-output model;1999;Journal of travel research;journals.sagepub.com;https://journals.sagepub.com/doi/abs/10.1177/004728759903700402;https://scholar.google.com/scholar?cites=11980242851189086898&as_sdt=2005&sciodt=2007&hl=en;208;15.12.2021 06:34;;10.1177/004728759903700402;;;;;;;407;1850;204;2;22;Tourism multipliers indicate the total increase in output, labor earnings, and employment through interindustry linkages in a region as a result of tourism expenditures. The RIMS II …;https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.495.6353&rep=rep1&type=pdf;https://scholar.google.com/scholar?q=related:stoJLGZfQqYJ:scholar.google.com/&scioq=intitle:tourism+intitle:economy&hl=en&as_sdt=2007
406;D O'Sullivan, MJ Jackson;festival tourism a contributor to sustainable local economic development;2002;Journal of sustainable tourism;Taylor & Francis;https://www.tandfonline.com/doi/abs/10.1080/09669580208667171;https://scholar.google.com/scholar?cites=3020407257459592443&as_sdt=2005&sciodt=2007&hl=en;183;15.12.2021 06:56;;10.1080/09669580208667171;;;;;;;406;2137;203;2;19;Towns, villages and cities are increasingly keen to share their culture, environment and spending opportunities with visitors by the promotion of festivals. The fact that income can be …;;https://scholar.google.com/scholar?q=related:-wzk2WWk6ikJ:scholar.google.com/&scioq=intitle:tourism+intitle:economic&hl=en&as_sdt=2007
396;JG Brida, S Zapata;cruise tourism economic socio-cultural and environmental impacts;2010;… Journal of Leisure and Tourism …;inderscienceonline.com;https://www.inderscienceonline.com/doi/abs/10.1504/IJLTM.2010.029585;https://scholar.google.com/scholar?cites=16480283830951852145&as_sdt=2005&sciodt=2007&hl=en;7;15.12.2021 06:56;;10.1504/IJLTM.2010.029585;;;;;;;396;3600;198;2;11;Cruise tourism generates an estimated $18 billion a year in passenger expenditure and has been the fastest growing sector of the travel industry in the last years. Arrivals in the …;https://www.researchgate.net/profile/Juan-Gabriel-Brida/publication/228304461_Cruise_Tourism_Economic_Socio-Cultural_and_Environmental_Impacts/links/0912f50bfa42844d84000000/Cruise-Tourism-Economic-Socio-Cultural-and-Environmental-Impacts.pdf;https://scholar.google.com/scholar?q=related:cbh_9dO6teQJ:scholar.google.com/&scioq=intitle:tourism+intitle:economic&hl=en&as_sdt=2007
