Cites;Authors;title;Year;Source;Publisher;ArticleURL;CitesURL;GSRank;QueryDate;Type;DOI;ISSN;CitationURL;Volume;Issue;StartPage;EndPage;ECC;CitesPerYear;CitesPerAuthor;AuthorCount;Age;Abstract;FullTextURL;RelatedURL
51;I Währungsfonds;world economic outlook april 2020 the great lockdown;2020;International Monetary Fund: Washington, DC, USA;;;https://scholar.google.com/scholar?cites=5066128616845463027&as_sdt=2005&sciodt=2007&hl=en;165;15.12.2021 06:59;CITATION;;;;;;;;51;5100;51;1;1;;;https://scholar.google.com/scholar?q=related:882DsSKBTkYJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
42;M Aragona, A Barbato, A Cavani, G Costanzo, ...;negative impacts of covid-19 lockdown on mental health service access and follow-up adherence for immigrants and individuals in socio-economic difficulties;2020;Public Health;Elsevier;https://www.sciencedirect.com/science/article/pii/S0033350620302936;https://scholar.google.com/scholar?cites=6917648182738778455&as_sdt=2005&sciodt=2007&hl=en;28;15.12.2021 06:59;;;;;;;;;42;4200;8;5;1;Objectives Lockdown measures in response to the coronavirus disease 2019 (COVID-19) pandemic can have serious mental health effects on the population, especially in vulnerable …;https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7409736/;https://scholar.google.com/scholar?q=related:V3lF9V5sAGAJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
42;BA Bhat, S Khan, S Manzoor, A Niyaz, ...;a study on impact of covid-19 lockdown on psychological health economy and social life of people in kashmir;2020;International Journal of …;academia.edu;https://www.academia.edu/download/63269135/IJSHR00520200511-114175-1qwsa6m.pdf;https://scholar.google.com/scholar?cites=12917297094907645319&as_sdt=2005&sciodt=2007&hl=en;14;15.12.2021 06:41;PDF;;;;;;;;42;4200;8;5;1;The 2019 corona virus disease (COVID-19) epidemic is a public health emergency of international concern and poses a challenge to psychological resilience, economy and …;https://www.academia.edu/download/63269135/IJSHR00520200511-114175-1qwsa6m.pdf;https://scholar.google.com/scholar?q=related:h80n4ER1Q7MJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
39;G Barcaccia, V D'Agostino, A Zotti, B Cozzi;impact of the sars-cov-2 on the italian agri-food sector an analysis of the quarter of pandemic lockdown and clues for a socio-economic and territorial restart;2020;Sustainability;mdpi.com;https://www.mdpi.com/768420;https://scholar.google.com/scholar?cites=6032145135620852985&as_sdt=2005&sciodt=2007&hl=en;53;15.12.2021 06:59;;;;;;;;;39;3900;10;4;1;The recent outbreak of a new Coronavirus has developed into a global pandemic with about 10.5 million reported cases and over 500,000 deaths worldwide. Our prospective paper …;https://www.mdpi.com/2071-1050/12/14/5651/pdf;https://scholar.google.com/scholar?q=related:-QxIigp8tlMJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
32;G Gopinath;the great lockdown worst economic downturn since the great depression imfblog;2020;Sustainable Development Goals (SDGs). The United …;;;https://scholar.google.com/scholar?cites=5742690236867732451&as_sdt=2005&sciodt=2007&hl=en;169;15.12.2021 06:59;CITATION;;;;;;;;32;3200;32;1;1;;;https://scholar.google.com/scholar?q=related:4-OaJ1gisk8J:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
32;V Rawal, M Kumar, A Verma, ...;covid-19 lockdown impact on agriculture and rural economy;2020;Society for Social and …;archive.indianstatistics.org;http://archive.indianstatistics.org/sserwp/sserwp2003.pdf;https://scholar.google.com/scholar?cites=16793204161454015695&as_sdt=2005&sciodt=2007&hl=en;12;15.12.2021 06:41;PDF;;;;;;;;32;3200;8;4;1;SSER encourages the use, reproduction and dissemination of material in this monograph. Except where otherwise indicated, material may be copied, downloaded and printed for …;http://archive.indianstatistics.org/sserwp/sserwp2003.pdf;https://scholar.google.com/scholar?q=related:zwQU7DVyDekJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
26;A Spelta, A Flori, F Pierri, G Bonaccorsi, F Pammolli;after the lockdown simulating mobility public health and economic recovery scenarios;2020;Scientific reports;nature.com;https://www.nature.com/articles/s41598-020-73949-6;https://scholar.google.com/scholar?cites=9013766090276251540&as_sdt=2005&sciodt=2007&hl=en;6;15.12.2021 06:59;HTML;;;;;;;;26;2600;5;5;1;The spread of SARS-COV-2 has affected many economic and social systems. This paper aims at estimating the impact on regional productive systems in Italy of the interplay between …;https://www.nature.com/articles/s41598-020-73949-6;https://scholar.google.com/scholar?q=related:lKdgi4BUF30J:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
23;A Joshi, P Bhaskar, PK Gupta;indian economy amid covid-19 lockdown a prespective;2020;J. Pure Appl. Microbiol;pdfs.semanticscholar.org;https://pdfs.semanticscholar.org/f496/f1e11d2d35ba1c652e7fb3bd41d25ac5eda6.pdf;https://scholar.google.com/scholar?cites=1285869818237432219&as_sdt=2005&sciodt=2007&hl=en;6;15.12.2021 06:41;PDF;;;;;;;;23;2300;8;3;1;COVID-19 virus has resulted in the lockdown of schools, offices, factories, temples, railway stations, and even the airspace. It is estimated that due to the lockdown, the Indian economy …;https://pdfs.semanticscholar.org/f496/f1e11d2d35ba1c652e7fb3bd41d25ac5eda6.pdf;https://scholar.google.com/scholar?q=related:mzFwb8lT2BEJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
22;A Gupta, H Zhu, MK Doan, A Michuda, ...;economic impacts of the covid? 19 lockdown in a remittance?dependent region;2021;American Journal of …;Wiley Online Library;https://onlinelibrary.wiley.com/doi/abs/10.1111/ajae.12178;https://scholar.google.com/scholar?cites=15216136114552373883&as_sdt=2005&sciodt=2007&hl=en;29;15.12.2021 06:59;;10.1111/ajae.12178;;;;;;;22;2200;4;5;1;The economic impacts of COVID?19 lockdowns on poor and vulnerable households living in rural areas of developing countries are not well understood due to a lack of detailed micro …;https://vtechworks.lib.vt.edu/bitstream/handle/10919/101681/AJAE%202020.pdf?sequence=2&isAllowed=y;https://scholar.google.com/scholar?q=related:ewLjeS2TKtMJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
20;SS Bhattacharyya, S Thakre;coronavirus pandemic and economic lockdown study of strategic initiatives and tactical responses of firms;2021;International Journal of Organizational …;emerald.com;https://www.emerald.com/insight/content/doi/10.1108/IJOA-05-2020-2198/full/html;https://scholar.google.com/scholar?cites=1438825480459081471&as_sdt=2005&sciodt=2007&hl=en;16;15.12.2021 06:59;;10.1108/IJOA-05-2020-2198;;;;;;;20;2000;10;2;1;Purpose The coronavirus pandemic (COVID-19) and the associated economic lockdown provided a jolt to businesses around the world and the global economy. Amid the ongoing …;;https://scholar.google.com/scholar?q=related:_1aLuCa89xMJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
20;RK Biswas, S Huq, A Afiaz;relaxed lockdown in bangladesh during covid-19 should economy outweigh health;2020;International Journal of Health Policy …;ncbi.nlm.nih.gov;https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7719201/;https://scholar.google.com/scholar?cites=6593274427271407433&as_sdt=2005&sciodt=2007&hl=en;2;15.12.2021 06:41;HTML;;;;;;;;20;2000;7;3;1;The ongoing coronavirus disease 2019/severe acute respiratory syndrome coronavirus 2 (COVID-19/SARS-CoV-2) pandemic has challenged scientists and policy-makers …;https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7719201/;https://scholar.google.com/scholar?q=related:SectsCgEgFsJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
20;KP Kannan;covid-19 lockdown protecting the poor means keeping the indian economy afloat;2020;Economic & Political Weekly;;;https://scholar.google.com/scholar?cites=16289700923914010833&as_sdt=2005&sciodt=2007&hl=en;79;15.12.2021 06:41;CITATION;;;;;;;;20;2000;20;1;1;;;https://scholar.google.com/scholar?q=related:0UA_C6-kEOIJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
19;KC Prickett, M Fletcher, S Chapple, N Doan, C Smith;life in lockdown the economic and social effect of lockdown during alert level 4 in new zealand;2020;;researcharchive.vuw.ac.nz;http://researcharchive.vuw.ac.nz/handle/10063/9022;https://scholar.google.com/scholar?cites=12201112499341818494&as_sdt=2005&sciodt=2007&hl=en;13;15.12.2021 06:59;;;;;;;;;19;1900;4;5;1;On March 25th 2020 New Zealand completed a 48 hour transition to an Alert Level 4 lockdown, a state which severely restricted people's movement and their social interactions …;https://www.researchgate.net/profile/Kate-Prickett/publication/351986887_Life_in_lockdown_The_economic_and_social_effect_of_lockdown_during_Alert_Level_4_in_New_Zealand/links/60b42367299bf1f6d5880513/Life-in-lockdown-The-economic-and-social-effect-of-lockdown-during-Alert-Level-4-in-New-Zealand.pdf;https://scholar.google.com/scholar?q=related:fvrYgywPU6kJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
18;G Bonaccorsi, F Pierri, M Cinelli, F Porcelli, ...;evidence of economic segregation from mobility lockdown during covid-19 epidemic;2020;arXiv preprint arXiv …;arxiv.org;https://arxiv.org/abs/2004.05455;https://scholar.google.com/scholar?cites=2181609678421900563&as_sdt=2005&sciodt=2007&hl=en;10;15.12.2021 06:59;;;;;;;;;18;1800;4;5;1;In response to the COVID-19 pandemic, National governments have applied lockdown restrictions to reduce the infection rate. We perform a massive analysis on near real-time …;https://arxiv.org/pdf/2004.05455;https://scholar.google.com/scholar?q=related:Ez3koHGiRh4J:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
17;HS Maghdid, KZ Ghafoor;a smartphone enabled approach to manage covid-19 lockdown and economic crisis;2020;SN Computer Science;Springer;https://link.springer.com/article/10.1007/s42979-020-00290-0;https://scholar.google.com/scholar?cites=1451154887138863585&as_sdt=2005&sciodt=2007&hl=en;33;15.12.2021 06:59;HTML;10.1007/s42979-020-00290-0;;;;;;;17;1700;9;2;1;The emergence of novel COVID-19 causes an over-load in health system and high mortality rate. The key priority is to contain the epidemic and prevent the infection rate. In this context …;https://link.springer.com/article/10.1007/s42979-020-00290-0;https://scholar.google.com/scholar?q=related:4en7aa6JIxQJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
16;J Verschuur, EE Koks, JW Hall;global economic impacts of covid-19 lockdown measures stand out in high-frequency shipping data;2021;PloS one;journals.plos.org;https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0248818;https://scholar.google.com/scholar?cites=10639501576556331334&as_sdt=2005&sciodt=2007&hl=en;36;15.12.2021 06:59;HTML;;;;;;;;16;1600;5;3;1;The implementation of large-scale containment measures by governments to contain the spread of the COVID-19 virus has resulted in large impacts to the global economy. Here, we …;https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0248818;https://scholar.google.com/scholar?q=related:RkHZOVAap5MJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
16;S You, H Wang, M Zhang, H Song, X Xu, ...;assessment of monthly economic losses in wuhan under the lockdown against covid-19;2020;Humanities and Social …;nature.com;https://www.nature.com/articles/s41599-020-00545-4;https://scholar.google.com/scholar?cites=12124338939062121560&as_sdt=2005&sciodt=2007&hl=en;11;15.12.2021 06:59;HTML;;;;;;;;16;1600;3;6;1;With the outbreak of COVID-19 in Wuhan, aggressive countermeasures have been taken, including the implementation of the unprecedented lockdown of the city, which will …;https://www.nature.com/articles/s41599-020-00545-4;https://scholar.google.com/scholar?q=related:WPQ7DwdOQqgJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
16;D Piccinini, C Giunchi, M Olivieri, F Frattini, ...;covid-19 lockdown and its latency in northern italy seismic evidence and socio-economic interpretation;2020;Scientific reports;nature.com;https://www.nature.com/articles/s41598-020-73102-3;https://scholar.google.com/scholar?cites=4520875497839845977&as_sdt=2005&sciodt=2007&hl=en;40;15.12.2021 06:59;HTML;;;;;;;;16;1600;3;5;1;Abstract The Italian Government has decreed a series of progressive restrictions to delay the COVID-19 pandemic diffusion in Italy since March 10, 2020, including limitation in individual …;https://www.nature.com/articles/s41598-020-73102-3;https://scholar.google.com/scholar?q=related:WeKCClBgvT4J:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
14;T Besley, S Dray;the political economy of lockdown does free media make a difference;2020;Working Paper;;;https://scholar.google.com/scholar?cites=4726573284370134688&as_sdt=2005&sciodt=2007&hl=en;83;15.12.2021 06:41;CITATION;;;;;;;;14;1400;7;2;1;;;https://scholar.google.com/scholar?q=related:oLa7E1wpmEEJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
13;M Faber, A Ghisletta, K Schmidheiny;a lockdown index to assess the economic impact of the coronavirus;2020;Swiss Journal of Economics and …;Springer;https://link.springer.com/article/10.1186/s41937-020-00056-8;https://scholar.google.com/scholar?cites=12217446906239633131&as_sdt=2005&sciodt=2007&hl=en;8;15.12.2021 06:59;HTML;10.1186/s41937-020-00056-8;;;;;;;13;1300;4;3;1;Like most countries, the Swiss government adopted drastic measures to stop the spread of the coronavirus. These measures were aimed at avoiding close physical proximity between …;https://link.springer.com/article/10.1186/s41937-020-00056-8;https://scholar.google.com/scholar?q=related:68ab_DoXjakJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
13;TR Bolaño-Ortiz, SE Puliafito, LL Berná-Peña, ...;atmospheric emission changes and their economic impacts during the covid-19 pandemic lockdown in argentina;2020;Sustainability;mdpi.com;https://www.mdpi.com/862476;https://scholar.google.com/scholar?cites=2748177247511915599&as_sdt=2005&sciodt=2007&hl=en;56;15.12.2021 06:59;;;;;;;;;13;1300;3;4;1;This work studied the emission changes and their economic effects during the Argentina's COVID-19 pandemic lockdown. We have analyzed the atmospheric emissions of the main …;https://www.mdpi.com/2071-1050/12/20/8661/pdf;https://scholar.google.com/scholar?q=related:TyzCaaV8IyYJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
12;GD Snooks;will the world ever recover from the great lockdown counting the costs of waging war on the economy;2020;UPDATE;adcforum.org;https://adcforum.org/wp-content/uploads/2020/08/WillTheWorldEverRecoverFinal.pdf;https://scholar.google.com/scholar?cites=1513556577164747822&as_sdt=2005&sciodt=2007&hl=en;3;15.12.2021 06:41;PDF;;;;;;;;12;1200;12;1;1;The Great Lockdown of March to May 2020 was the outcome of a global war waged against the economy rather than the coronavirus called COVID-19. It is important to be very clear …;https://adcforum.org/wp-content/uploads/2020/08/WillTheWorldEverRecoverFinal.pdf;https://scholar.google.com/scholar?q=related:LmRcEbA7ARUJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
11;A Arnon, J Ricco, K Smetters;epidemiological and economic effects of lockdown;2020;Brookings Papers on Economic …;brookings.edu;https://www.brookings.edu/wp-content/uploads/2020/09/1B-Arnon-et-al.pdf;https://scholar.google.com/scholar?cites=9957314675609245501&as_sdt=2005&sciodt=2007&hl=en;2;15.12.2021 06:59;PDF;;;;;;;;11;1100;4;3;1;Epidemiological and Economic Effects of Lockdown … Infectious disease model (SEIR) augmented with behavioral responses, simultaneous determination of epidemiological and …;https://www.brookings.edu/wp-content/uploads/2020/09/1B-Arnon-et-al.pdf;https://scholar.google.com/scholar?q=related:PRd5_PB8L4oJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
11;A Akim, F Ayivodji;interaction effect of lockdown with economic and fiscal measures against covid-19 on social-distancing compliance evidence from africa;2020;Available at SSRN 3621693;papers.ssrn.com;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3621693;https://scholar.google.com/scholar?cites=14547474424475902671&as_sdt=2005&sciodt=2007&hl=en;22;15.12.2021 06:59;;;;;;;;;11;1100;6;2;1;The objective of this paper is to assess the impact of lockdown on human mobility based on a sample of Africa countries. Using a difference-in-difference (DiD) approach we find that …;https://www.researchgate.net/profile/Firmin-Ayivodji/publication/342063361_Interaction_Effect_of_Lockdown_with_Economic_and_Fiscal_Measures_against_COVID-19_on_Social-Distancing_Compliance_Evidence_from_Africa/links/5efe6248299bf18816fcccc4/Interaction-Effect-of-Lockdown-with-Economic-and-Fiscal-Measures-against-COVID-19-on-Social-Distancing-Compliance-Evidence-from-Africa.pdf;https://scholar.google.com/scholar?q=related:z2L3yekC48kJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
11;L Bellomarini, M Benedetti, A Gentili, ...;covid-19 and company knowledge graphs assessing golden powers and economic impact of selective lockdown via ai reasoning;2020;arXiv preprint arXiv …;arxiv.org;https://arxiv.org/abs/2004.10119;https://scholar.google.com/scholar?cites=5096632892351354024&as_sdt=2005&sciodt=2007&hl=en;51;15.12.2021 06:59;;;;;;;;;11;1100;3;4;1;In the COVID-19 outbreak, governments have applied progressive restrictions to production activities, permitting only those that are considered strategic or that provide essential …;https://arxiv.org/pdf/2004.10119;https://scholar.google.com/scholar?q=related:qJQsy5zgukYJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
11;L Elliot;great lockdown to rival great depression with 3% hit to global economy says imf;2020;The Guardian;;;https://scholar.google.com/scholar?cites=10421143221966472104&as_sdt=2005&sciodt=2007&hl=en;84;15.12.2021 06:41;CITATION;;;;;;;;11;1100;11;1;1;;;https://scholar.google.com/scholar?q=related:qAPI-otWn5AJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
10;D Bienvenido-Huertas; benefits and economic aids to pay electricity bills remove the energy poverty risk of spanish family units during lockdown a study of covid-19-induced lockdown;2021;Energy Policy;Elsevier;https://www.sciencedirect.com/science/article/pii/S0301421520308284;https://scholar.google.com/scholar?cites=2233846951638633824&as_sdt=2005&sciodt=2007&hl=en;31;15.12.2021 06:59;;;;;;;;;10;1000;10;1;1;The COVID-19 pandemic has triggered serious economic crises in many countries. In Spain, millions of individuals have been ordered to remain at home and many are unemployed …;;https://scholar.google.com/scholar?q=related:YI0Ck_c3AB8J:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
9;N Shah, M Karguppikar, S Bhor, D Ladkat, ...;impact of lockdown for covid-19 pandemic in indian children and youth with type 1 diabetes from different socio-economic classes;2021;Journal of Pediatric …;degruyter.com;https://www.degruyter.com/document/doi/10.1515/jpem-2020-0460/html;https://scholar.google.com/scholar?cites=790861552148663797&as_sdt=2005&sciodt=2007&hl=en;20;15.12.2021 06:59;;10.1515/jpem-2020-0460;;;;;;;9;900;2;5;1;Abstract Objectives In March 2020, lockdown was imposed in India to combat spread of Coronavirus, which was extended till 31st May. Implementation of lockdown and limited …;;https://scholar.google.com/scholar?q=related:9c1VOmS0-QoJ:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
9;B Janzen, D Radulescu;electricity use as a real-time indicator of the economic burden of the covid-19-related lockdown evidence from switzerland;2020;CESifo Economic Studies;academic.oup.com;https://academic.oup.com/cesifo/article-abstract/66/4/303/5955860;https://scholar.google.com/scholar?cites=13646397637511927039&as_sdt=2005&sciodt=2007&hl=en;45;15.12.2021 06:59;;;;;;;;;9;900;5;2;1;We employ hourly electricity load data for Switzerland as a real-time indicator of the economic effects of the lockdown following the spread of SARS-CoV-2. Our findings reveal …;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7797724/;https://scholar.google.com/scholar?q=related:_9Sgf1m-Yb0J:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
9;VA Smiianov, OV Liulov, TV Pimonenko, ...;the impact of the pandemic lockdown on air pollution health and economic growth system dynamics analysis;2020;;essuir.sumdu.edu.ua;https://essuir.sumdu.edu.ua/handle/123456789/81073;https://scholar.google.com/scholar?cites=6904434526634443207&as_sdt=2005&sciodt=2007&hl=en;48;15.12.2021 06:59;;;;;;;;;9;900;2;4;1;The aim of the paper is checking the hypothesis on the linking between consequences of pandemic lockdown and air pollution, public health, and economic growth. For prediction …;https://essuir.sumdu.edu.ua/bitstream/123456789/81073/1/Smiianov_WLek_2020_73_11.pdf;https://scholar.google.com/scholar?q=related:xwH95p560V8J:scholar.google.com/&scioq=intitle:lockdown+intitle:economic&hl=en&as_sdt=2007
