Cites;Authors;title;Year;Source;Publisher;ArticleURL;CitesURL;GSRank;QueryDate;Type;DOI;ISSN;CitationURL;Volume;Issue;StartPage;EndPage;ECC;CitesPerYear;CitesPerAuthor;AuthorCount;Age;Abstract;FullTextURL;RelatedURL
5;A Joshi, P Bhaskar, PK Gupta;covid-19 impact of lockdown on tourism  hospitality industry;2020;Business Excellence and Management;ceeol.com;https://www.ceeol.com/search/article-detail?id=909427;https://scholar.google.com/scholar?cites=13803788063326080176&as_sdt=2005&sciodt=2007&hl=en;2;16.12.2021 01:37;;;;;;;;;5;500;2;3;1;As countries are isolating themselves from rest of the world to secure themselves from the pandemic-COVID 2019, it is definite imperative that the world economy will suffer a deep adverse impact. Amidst lockdown imposed by the Indian government, it is paramount to …;https://www.researchgate.net/profile/Preeti-Bhaskar/publication/349376557_COVID-19_IMPACT_OF_LOCKDOWN_ON_TOURISM_HOSPITALITY_INDUSTRY/links/602d381ca6fdcc37a83305e4/COVID-19-IMPACT-OF-LOCKDOWN-ON-TOURISM-HOSPITALITY-INDUSTRY.pdf;https://scholar.google.com/scholar?q=related:sAxUpRvokL8J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:hospitality+intitle:lockdown&hl=en&as_sdt=2007
5;TT Bhanu, P Kumar;the effect of covid-19 lockdown on indian tourism and hospitality industry;2020;Journal of Dental & Oro-facial Research;;;https://scholar.google.com/scholar?cites=15259983352415338309&as_sdt=2005&sciodt=2007&hl=en;9;16.12.2021 01:37;CITATION;;;;;;;;5;500;3;2;1;;;https://scholar.google.com/scholar?q=related:RT8XFwJaxtMJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:hospitality+intitle:lockdown&hl=en&as_sdt=2007
4;SV Kumar;a study on adept soft skill  knowledge accompanying hospitality employee retention behavior during covid-19 lockdown phase;2021;Anais Brasileiros de Estudos Turísticos-ABET;periodicos.ufjf.br;https://periodicos.ufjf.br/index.php/abet/article/view/33309;https://scholar.google.com/scholar?cites=12871879716817913764&as_sdt=2005&sciodt=2007&hl=en;1;16.12.2021 01:37;;;;;;;;;4;400;4;1;1;Este artigo fala sobre a aceitabilidade, os desafios e as sugestões dos funcionários do hotel através de pesquisas acadêmicas sobre alfabetização digital. A pesquisa pretende estudar a correlação entre o treinamento personalizado personalizado por organizações ea auto …;https://periodicos.ufjf.br/index.php/abet/article/download/33309/22059;https://scholar.google.com/scholar?q=related:pMd8gGcaorIJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:hospitality+intitle:lockdown&hl=en&as_sdt=2007
4;AL Singh, S Jamal, WS Ahmad;impact assessment of lockdown amid covid-19 pandemic on tourism industry of kashmir valley india;2021;Research in Globalization;Elsevier;https://www.sciencedirect.com/science/article/pii/S2590051X21000186;https://scholar.google.com/scholar?cites=9566834374705375538&as_sdt=2005&sciodt=2007&hl=en;5;16.12.2021 01:33;HTML;;;;;;;;4;400;1;3;1;The term tourism includes those people that travel to different places, either locally, nationally or globally for vacation and relaxation, but also for social or economic motives. It is one of the progressive industries whose activities influence the economies of various …;https://www.sciencedirect.com/science/article/pii/S2590051X21000186;https://scholar.google.com/scholar?q=related:MmlPMS05xIQJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:lockdown&hl=en&as_sdt=2007
4;S Becken, KF Hughey;impacts of changes to business travel practices in response to the covid-19 lockdown in new zealand;2021;Journal of Sustainable Tourism;Taylor & Francis;https://www.tandfonline.com/doi/abs/10.1080/09669582.2021.1894160;https://scholar.google.com/scholar?cites=9755782182395837602&as_sdt=2005&sciodt=2007&hl=en;8;16.12.2021 01:40;;10.1080/09669582.2021.1894160;;;;;;;4;400;2;2;1;Air travel forms a substantial component of an organisation's carbon profile, and questions around business travel are becoming more pertinent given the accelerating climate crisis. The current coronavirus pandemic, however, has effectively stopped much travel and …;;https://scholar.google.com/scholar?q=related:ovzJ3zSAY4cJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:travel+intitle:lockdown&hl=en&as_sdt=2007
3;ML Polemis;national lockdown under covid-19 and hotel performance;2021;Annals of Tourism Research Empirical Insights;Elsevier;;https://scholar.google.com/scholar?cites=14352402931052935410&as_sdt=2005&sciodt=2007&hl=en;1;16.12.2021 01:38;CITATION;;;;;;;;3;300;3;1;1;;;https://scholar.google.com/scholar?q=related:8nivamz6LccJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:hotel+intitle:lockdown&hl=en&as_sdt=2007
3;K Dube;implications of covid-19 induced lockdown on the south african tourism industry and prospects for recovery;2021;African Journal of Hospitality, Tourism and Leisure;ajhtl.com;https://www.ajhtl.com/uploads/7/1/6/3/7163688/article_18_10_1_270-287.pdf;https://scholar.google.com/scholar?cites=17111378814356066161&as_sdt=2005&sciodt=2007&hl=en;3;16.12.2021 01:33;PDF;;;;;;;;3;300;3;1;1;South Africa has one of the largest and most developed tourism markets in Southern Africa. Consequently, the sector's performance, therefore, has implications on the regional tourism market. In the advent of COVID-19, South Africa emerged as one of the global and regional …;https://www.ajhtl.com/uploads/7/1/6/3/7163688/article_18_10_1_270-287.pdf;https://scholar.google.com/scholar?q=related:cY_WJl_Ud-0J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:lockdown&hl=en&as_sdt=2007
3;T Schuler;impact of the covid-19 lockdown on trade in travel services;2020;Economic Bulletin Boxes;ideas.repec.org;https://ideas.repec.org/a/ecb/ecbbox/202000041.html;https://scholar.google.com/scholar?cites=10691394182137801623&as_sdt=2005&sciodt=2007&hl=en;11;16.12.2021 01:40;;;;;;;;;3;300;3;1;1;The lockdown measures adopted to contain the coronavirus (COVID-19) pandemic and confidence effects are having a significant impact on euro area trade in services. Among several heterogeneous sectors, those involving physical contact are severely affected. The …;;https://scholar.google.com/scholar?q=related:l2sA_Fx2X5QJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:travel+intitle:lockdown&hl=en&as_sdt=2007
3;D Carrington;uk road travel falls to 1955 levels as covid-19 lockdown takes hold guardian april 3 2020;2020;;;;https://scholar.google.com/scholar?cites=4886201351108965905&as_sdt=2005&sciodt=2007&hl=en;23;16.12.2021 01:40;CITATION;;;;;;;;3;300;3;1;1;;;https://scholar.google.com/scholar?q=related:ETbimT1Gz0MJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:travel+intitle:lockdown&hl=en&as_sdt=2007
3;T Schuler;impact of the covid-19 lockdown on trade in travel services internet] european central bank 2020;;;;;https://scholar.google.com/scholar?cites=18224139573402471296&as_sdt=2005&sciodt=2007&hl=en;20;16.12.2021 01:40;CITATION;;;;;;;;3;0;3;1;;;;https://scholar.google.com/scholar?q=related:gAvL6WIm6fwJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:travel+intitle:lockdown&hl=en&as_sdt=2007
2;H Seraphin, F Dosquet;mountain tourism and second home tourism as post covid-19 lockdown placebo worldwide hospitality and tourism;2020;;;;https://scholar.google.com/scholar?cites=14240367627209477896&as_sdt=2005&sciodt=2007&hl=en;10;16.12.2021 01:37;CITATION;;;;;;;;2;200;1;2;1;;;https://scholar.google.com/scholar?q=related:CA_Lgujyn8UJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:hospitality+intitle:lockdown&hl=en&as_sdt=2007
2;LP DC, JM Perth;peel sw in lockdown after hotel quarantine worker tests positive to covid-19;2021;;WAtoday;;https://scholar.google.com/scholar?cites=15449593665259524464&as_sdt=2005&sciodt=2007&hl=en;2;16.12.2021 01:38;CITATION;;;;;;;;2;200;1;2;1;;;
2;T Cecchi;analysis of volatiles organic compounds in venice lagoon water reveals covid 19 lockdown impact on microplastics and mass tourism related pollutants;2021;Science of The Total Environment;Elsevier;https://www.sciencedirect.com/science/article/pii/S0048969721020210;https://scholar.google.com/scholar?cites=13933749723158985061&as_sdt=2005&sciodt=2007&hl=en;8;16.12.2021 01:33;;;;;;;;;2;200;2;1;1;Abstract The Lagoon of Venice is a continuously evolving ecosystem that rapidly responds to anthropic stressors. The UNESCO World Heritage site “Venice and its Lagoon”, is one of the top tourist destinations in the world. Mass tourism increases marine litter, water traffic …;;https://scholar.google.com/scholar?q=related:ZbkWjoyfXsEJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:lockdown&hl=en&as_sdt=2007
2;M Keep, M Ward;support for the tourism industry after the covid 19 lockdown;2020;;41.89.10.190;https://41.89.10.190/handle/123456789/226;https://scholar.google.com/scholar?cites=7329908564731759833&as_sdt=2005&sciodt=2007&hl=en;7;16.12.2021 01:33;;;;;;;;;2;200;1;2;1;The House of Commons Library prepares a briefing in hard copy and/or online for most non-legislative debates in the Chamber and Westminster Hall other than half-hour debates. Debate Packs are produced quickly after the announcement of parliamentary business …;https://41.89.10.190/bitstream/handle/123456789/226/Covid-19%20and%20UK.pdf?sequence=1&isAllowed=y;https://scholar.google.com/scholar?q=related:2QzuDAERuWUJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:lockdown&hl=en&as_sdt=2007
2;C Mallapur;indias covid-19 lockdown may cause 38 million job losses in the travel and tourism industry;2020;Indiaspendtimes. com. Retrieved June;;;https://scholar.google.com/scholar?cites=2063062033835951238&as_sdt=2005&sciodt=2007&hl=en;17;16.12.2021 01:33;CITATION;;;;;;;;2;200;2;1;1;;;
2;K Cripps;thailands most popular island goes into lockdown as covid-19 cases surge cnn travel cnn 10 april 2020;2020;;;;https://scholar.google.com/scholar?cites=9484982254679459150&as_sdt=2005&sciodt=2007&hl=en;21;16.12.2021 01:40;CITATION;;;;;;;;2;200;2;1;1;;;https://scholar.google.com/scholar?q=related:ToUNZxttoYMJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:travel+intitle:lockdown&hl=en&as_sdt=2007
2;K Cripps;thailands most popular island goes into lockdown as covid-19 cases surge cnn travel cnn 2020;2020;;;;https://scholar.google.com/scholar?cites=17263462194376961688&as_sdt=2005&sciodt=2007&hl=en;22;16.12.2021 01:40;CITATION;;;;;;;;2;200;2;1;1;;;
2;H Lau, V Khosrawipour, P Kocbach, A Mikolajczyk, ...;the positive impact of lockdown in wuhan on containing the covid-19 out-breaks in china j travel medhttps;2020;doi. org/10.1093/jtm …;;;https://scholar.google.com/scholar?cites=16349106468567185990&as_sdt=2005&sciodt=2007&hl=en;26;16.12.2021 01:40;CITATION;;;;;;;;2;200;0;5;1;;;https://scholar.google.com/scholar?q=related:Rvr8Pbax4-IJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:travel+intitle:lockdown&hl=en&as_sdt=2007
2;D Carrington;the guardian 2020 uk road travel falls to 1955 levels as covid-19 lockdown takes hold;;;;;https://scholar.google.com/scholar?cites=4386657471691323908&as_sdt=2005&sciodt=2007&hl=en;24;16.12.2021 01:40;CITATION;;;;;;;;2;0;2;1;;;;https://scholar.google.com/scholar?q=related:BHp5n7qJ4DwJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:travel+intitle:lockdown&hl=en&as_sdt=2007
1;R Ranasinghe, J Herath, D Nawarathna, ...;lockdown pressure of corona pandemic tourism industry pull and individual travel push a critical review;2021;Tourism Industry Pull …;papers.ssrn.com;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3856755;https://scholar.google.com/scholar?cites=15159350834035090628&as_sdt=2005&sciodt=2007&hl=en;1;16.12.2021 02:08;;;;;;;;;1;100;0;4;1;Novel Corona (COVID 19) epidemic that emerged in Wuhan China in the latter months of 2019 has become a global pandemic at present bringing about radical socio, economic impacts and behavioral changes of individuals and communities. Equally, tourism was a …;https://www.researchgate.net/profile/Ruwan-Ranasinghe/publication/351986022_Lockdown_Pressure_of_Corona_Pandemic_Tourism_Industry_Pull_and_Individual_Travel_Push_A_Critical_Review_Lockdown_Pressure_of_Corona_Pandemic_Tourism_Industry_Pull_and_Individual_Travel_Push_A_Critical/links/60b3cb13299bf1f6d587f6e8/Lockdown-Pressure-of-Corona-Pandemic-Tourism-Industry-Pull-and-Individual-Travel-Push-A-Critical-Review-Lockdown-Pressure-of-Corona-Pandemic-Tourism-Industry-Pull-and-Individual-Travel-Push-A-Crit.pdf;https://scholar.google.com/scholar?q=related:xOQuEETVYNIJ:scholar.google.com/&scioq=intitle:corona+intitle:tourism+intitle:lockdown&hl=en&as_sdt=2007
1;NT Espiner, E Stewart, SR Espiner, G Degarege;exploring the impacts of the covid-19 national lockdown on outdoor recreationists activity and perceptions of tourism;2021;;researcharchive.lincoln.ac.nz;http://researcharchive.lincoln.ac.nz/handle/10182/13786;https://scholar.google.com/scholar?cites=15654244820473655544&as_sdt=2005&sciodt=2007&hl=en;13;16.12.2021 01:33;;;;;;;;;1;100;0;4;1;The Covid-19 pandemic had an unprecedented effect on tourism and outdoor recreation across the world in the year 2020. In New Zealand, a national lockdown for a period of 5 weeks confined New Zealanders to their local neighbourhoods and severely limited their …;https://researcharchive.lincoln.ac.nz/bitstream/handle/10182/13786/Leap%2056%20-%20Outdoor%20recreation%20tourism%20and%20the%20lockdown.pdf?sequence=1;https://scholar.google.com/scholar?q=related:-LBUd7kMP9kJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:lockdown&hl=en&as_sdt=2007
0;R Ranasinghe, J Herath, D Nawarathna, ...;lockdown pressure of corona pandemic tourism industry pull and individual travel push a critical review preprint;2021;;pesquisa.bvsalud.org;https://pesquisa.bvsalud.org/global-literature-on-novel-coronavirus-2019-ncov/resource/pt/ppcovidwho-9207;;2;16.12.2021 02:08;CITATION;;;;;;;;0;0;0;4;1;Preprints são relatos preliminares de pesquisa que não foram certificados pela revisão por pares. Eles não devem ser considerados para orientar a prática clínica ou comportamentos relacionados à saúde e não devem ser publicados na mídia como informação …;;
0;G Tilak;impact of lockdown in covid-19 on hospitality and tourism industry of india-a review;2021;… Journal of Future Generation Communication and …;researchgate.net;https://www.researchgate.net/profile/Geetali-Tilak/publication/351687119_Impact_of_Lockdown_in_Covid-19_on_Hospitality_and_Tourism_Industry_of_India-A_Review/links/60a4b72fa6fdccb2cc217584/Impact-of-Lockdown-in-Covid-19-on-Hospitality-and-Tourism-Industry-of-India-A-Review.pdf;;3;16.12.2021 01:37;PDF;;;;;;;;0;0;0;1;1;Travel restrictions rose due to COVID-19. It's having a huge impact on hospitality, travel and tourism sectors within India and around the world. The impact to demand for hospitality and tourism is greater than many other industries, but it is mixed among hotels, air and cruise …;https://www.researchgate.net/profile/Geetali-Tilak/publication/351687119_Impact_of_Lockdown_in_Covid-19_on_Hospitality_and_Tourism_Industry_of_India-A_Review/links/60a4b72fa6fdccb2cc217584/Impact-of-Lockdown-in-Covid-19-on-Hospitality-and-Tourism-Industry-of-India-A-Review.pdf;https://scholar.google.com/scholar?q=related:oFD5JlRubmoJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:hospitality+intitle:lockdown&hl=en&as_sdt=2007
0;S Jamgade, M Abby;collaborative operations of hospitality industry during covid-19 lockdown and strategic approach with reference to bangalore india;2021;Atna Journal of Tourism Studies;journals.christuniversity.in;https://journals.christuniversity.in/index.php/atna/article/view/2940;;4;16.12.2021 01:37;;;;;;;;;0;0;0;2;1;The pandemic attack of Coronavirus had lurch the entire world to massive crisis of human illness, fatality, insecurity in family, business instability, and downfall of the economy resulting into huge number of job loss and pay cuts. The inadvertent consequences of …;https://journals.christuniversity.in/index.php/atna/article/download/2940/1933;
0;M Knutzen, S Solberg;a fight to survive lockdown-a multiple case study on how firms in the hospitality industry have responded to the effects of covid-19;2021;;gupea.ub.gu.se;https://gupea.ub.gu.se/handle/2077/70002;;6;16.12.2021 01:37;;;;;;;;;0;0;0;2;1;This paper attempts to explore the theoretical dimensions of crisis management with an abductive approach using the Covid-19 pandemic's effect on the hospitality industry as the main source for secondary as well as primary sources. Interviews were conducted in …;;
0;A Caputo, S Delladio, A Magrini, MM Pellegrini;entrepreneurial decision making during the italian covid-19 lockdown evidences from hospitality smes;2021;;eprints.lincoln.ac.uk;https://eprints.lincoln.ac.uk/id/eprint/45359/;;7;16.12.2021 01:37;;;;;;;;;0;0;0;4;1;Purpose: The following analysis provides a complete framework for understanding the correlation between decision-making logics, with a particular focus on causation and effectuation, and how entrepreneurs of SMEs in northern Italy reacted to crisis and …;;
0;N Chiwawa, H Wissink;determinants of employee engagement in the south african hospitality industry during covid-19 lockdown epoch employee perception;2020;;ajhtl.com;https://www.ajhtl.com/uploads/7/1/6/3/7163688/article_6_10_2_487-499.pdf;;5;16.12.2021 01:37;PDF;;;;;;;;0;0;0;2;1;Employee engagement has emerged as an important concept in hospitality management as well as in human resources management fields. The purpose of the study was to assess the determinants of employee engagement in the South African hospitality industry. The study …;https://www.ajhtl.com/uploads/7/1/6/3/7163688/article_6_10_2_487-499.pdf;
0;S Jain;measuring the satisfaction levels of hospitality sales employees working from home during the covid-19 lockdown;;COVID–19: Crisis, Effects, Challenges and Innovations;researchgate.net;https://www.researchgate.net/profile/Rsuya-Padhra-Haridha/publication/344363641_IMPACT_OF_COVID-19_ON_EDUCATION_EMPLOYMENT_ECONOMY_AND_MENTAL_HEALTH_ISSUES/links/5f6c821292851c14bc925008/IMPACT-OF-COVID-19-ON-EDUCATION-EMPLOYMENT-ECONOMY-AND-MENTAL-HEALTH-ISSUES.pdf#page=35;;8;16.12.2021 01:37;PDF;;;;;;;;0;0;0;1;;Background: The lockdown resulting from the ongoing COVID-19 Pandemic has brought in stagnancy and completely changed the stance of regular life as people have known it. Adapting to this, the companies have directed their employees to work from home. A lot of …;https://www.researchgate.net/profile/Rsuya-Padhra-Haridha/publication/344363641_IMPACT_OF_COVID-19_ON_EDUCATION_EMPLOYMENT_ECONOMY_AND_MENTAL_HEALTH_ISSUES/links/5f6c821292851c14bc925008/IMPACT-OF-COVID-19-ON-EDUCATION-EMPLOYMENT-ECONOMY-AND-MENTAL-HEALTH-ISSUES.pdf#page=35;https://scholar.google.com/scholar?q=related:r2g9nvWM1b4J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:hospitality+intitle:lockdown&hl=en&as_sdt=2007
0;AM Lenart-Boro?, PM Boro?, JA Prajsnar, ...;covid-19 lockdown shows how much natural mountain regions are affected by heavy tourism;2021;Science of The Total …;Elsevier;https://www.sciencedirect.com/science/article/pii/S0048969721064330;;4;16.12.2021 01:33;;;;;;;;;0;0;0;4;1;Mountain areas in Poland are among the most frequented tourist destinations and such intensive tourism negatively affects the natural environment. The COVID-19 pandemic and the resulting lockdown restricted travel for a few months in 2020, providing a unique …;;
0;DK Pandey, R Kumar;lockdown unlock stock returns and firm-specific characteristics the indian tourism sector during the covid-19 outbreak;2021;Current Issues in Tourism;Taylor & Francis;https://www.tandfonline.com/doi/abs/10.1080/13683500.2021.2005549;;6;16.12.2021 01:33;;10.1080/13683500.2021.2005549;;;;;;;0;0;0;2;1;Using the event study methodology, we find that the stock returns of the Indian tourism sector reacted differently to the announcements of nationwide lockdown and the Unlock 1.0. Using the cross-sectional regression, we find liquidity, volatility, solvency, and size as the primary …;;
