Cites;Authors;title;Year;Source;Publisher;ArticleURL;CitesURL;GSRank;QueryDate;Type;DOI;ISSN;CitationURL;Volume;Issue;StartPage;EndPage;ECC;CitesPerYear;CitesPerAuthor;AuthorCount;Age;Abstract;FullTextURL;RelatedURL
12;UNCTAD;covid-19 and tourism assessing the economic consequences;2020;;UNCTAD Geneva;;https://scholar.google.com/scholar?cites=13826629795531782688&as_sdt=2005&sciodt=2007&hl=en;81;16.12.2021 01:42;CITATION;;;;;;;;12;1200;12;1;1;;;https://scholar.google.com/scholar?q=related:IPqA24oO4r8J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
12;V Fialova, I Vasenska;implications of the covid-19 crisis for the sharing economy in tourism the case of airbnb in the czech republic;2020;Ekonomickomanazerske spektrum;ems.uniza.sk;https://ems.uniza.sk/wp-content/uploads/2020/12/EMS_2_2020_07_Fialova_Vasenska.pdf;https://scholar.google.com/scholar?cites=9401464386272785867&as_sdt=2005&sciodt=2007&hl=en;9;16.12.2021 01:34;PDF;;;;;;;;12;1200;6;2;1;The concept of the sharing economy is spreading all over the world. From car rides to home sharing to tool rentals, the sharing economy offers all this and much more. Its business models are mediated through digital platforms that allow for a more accurate real-time …;https://ems.uniza.sk/wp-content/uploads/2020/12/EMS_2_2020_07_Fialova_Vasenska.pdf;https://scholar.google.com/scholar?q=related:y3VGWAy2eIIJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economy&hl=en&as_sdt=2007
9;C Breisinger, AA Latif, M Raouf, M Wiebelt;economic impact of covid-19 on tourism and remittances insights from egypt;2020;IFPRI book chapters;ideas.repec.org;https://ideas.repec.org/h/fpr/ifpric/133827.html;https://scholar.google.com/scholar?cites=12419562233625386403&as_sdt=2005&sciodt=2007&hl=en;10;16.12.2021 01:42;;;;;;;;;9;900;2;4;1;Using the SAM multiplier model for Egypt, we simulate the individual and combined effects of a collapse in the tourism sector and reductions in Suez Canal revenues and in foreign remittances under more and less pessimistic scenarios. SAM multiplier models are well …;;https://scholar.google.com/scholar?q=related:ox0ZwQwmW6wJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
9;O Bahar, N Çelik Ýlal;the economic effects of coronavirus covid-19 in the tourism industry;2020;International Journal of Social Sciences and Education …;;;https://scholar.google.com/scholar?cites=5857978995929870062&as_sdt=2005&sciodt=2007&hl=en;74;16.12.2021 01:42;CITATION;;;;;;;;9;900;5;2;1;;;https://scholar.google.com/scholar?q=related:7m4ZIty4S1EJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
9;UNWTO;supporting jobs and economies through travel  tourism–a call for action to mitigate the socio-economic impact of covid-19 and accelerate recovery;2020;;;;https://scholar.google.com/scholar?cites=35142528967463148&as_sdt=2005&sciodt=2007&hl=en;76;16.12.2021 01:42;CITATION;;;;;;;;9;900;9;1;1;;;https://scholar.google.com/scholar?q=related:7FCdo_HZfAAJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
8;R Sucheran;preliminary economic impacts of the covid-19 pandemic on the hotel sector in south africa;2021;African Journal of Hospitality, Tourism and …;openscholar.dut.ac.za;https://openscholar.dut.ac.za/handle/10321/3716;https://scholar.google.com/scholar?cites=8114788259687231120&as_sdt=2005&sciodt=2007&hl=en;2;16.12.2021 01:45;;;;;;;;;8;800;8;1;1;Emerging infectious diseases and pandemics place a substantial burden on global economies and public health. The hospitality industry and global health pandemics are fundamentally linked, and the sector is highly vulnerable to pandemics. The COVID-19 …;https://openscholar.dut.ac.za/bitstream/10321/3716/3/SucheranR_Feb2021.pdf;https://scholar.google.com/scholar?q=related:kO4qnu2EnXAJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:hotel+intitle:economic&hl=en&as_sdt=2007
7;P Barkas, D Honeck, E Rubio;international trade in travel and tourism services economic impact and policy responses during the covid-19 crisis;2020;;econstor.eu;https://www.econstor.eu/handle/10419/225258;https://scholar.google.com/scholar?cites=8192073720725660481&as_sdt=2005&sciodt=2007&hl=en;19;16.12.2021 01:42;;;;;;;;;7;700;2;3;1;In this paper, we investigate tourism-related policy approaches that WTO member countries adopted in the early weeks of the COVID-19 crisis. We highlight the need for stakeholders to coordinate their responses in order to mitigate the negative crisis effects and better prepare …;https://www.econstor.eu/bitstream/10419/225258/1/173542188X.pdf;https://scholar.google.com/scholar?q=related:QWOqQaUXsHEJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
6;G Nhamo, K Dube, D Chikodzi;tourism economic stimulus packages as a response to covid-19;2020;… Cost of COVID-19 on the Global Tourism …;Springer;https://link.springer.com/chapter/10.1007/978-3-030-56231-1_15;https://scholar.google.com/scholar?cites=3460006933692843739&as_sdt=2005&sciodt=2007&hl=en;9;16.12.2021 01:42;;10.1007/978-3-030-56231-1_15;;;;;;;6;600;2;3;1;Economic stimulus packages in times of global crises and pandemics are nothing new. Following the 2008 global financial meltdown, many countries announced fiscal interventions to stimulate their economies. Before the COVID-19 pandemic, global tourism …;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7980004/;https://scholar.google.com/scholar?q=related:24Yma_lpBDAJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
6;A Karim;the role of village tourism in improving the communitys economy during the covid-19 period in enrekang district;2020;HTTPS:// WWW. ACADEMIA. EDU;academia.edu;https://www.academia.edu/download/64023252/The%20Role%20of%20Village%20Tourism%20in%20Improving%20the%20Community.pdf;https://scholar.google.com/scholar?cites=10226345455601633387&as_sdt=2005&sciodt=2007&hl=en;6;16.12.2021 01:34;PDF;;;;;;;;6;600;6;1;1;Enrekang Regency is a district located in South Sulawesi Province in terms of the tourism potential sector, is very strategic and is able to contribute to increasing economic growth because it has many tourist attractions. The Enrekang Regency Government is currently …;https://www.academia.edu/download/64023252/The%20Role%20of%20Village%20Tourism%20in%20Improving%20the%20Community.pdf;https://scholar.google.com/scholar?q=related:a8iQpwJH640J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economy&hl=en&as_sdt=2007
5;H Liu;the economic impact of travel restrictions on the canadian economy due to the covid-19 pandemic;2020;;gtha.com;https://www.gtha.com/sites/default/files/Statistics%20Canada%20The%20Economic%20Impact%20of%20Travel%20Restrictions%20on%20the%20Canadian%20Economy%20due%20to%20the%20COVID-19%20Pandemic%20Oct%202020.pdf;https://scholar.google.com/scholar?cites=9389498307695670749&as_sdt=2005&sciodt=2007&hl=en;2;16.12.2021 01:47;BOOK;;;;;;;;5;500;5;1;1;The objective of this article is to assess the impact on the Canadian economy of travel restrictions related to the COVID-19 pandemic. As the world faces this unprecedented health crisis, many countries, including Canada, have totally or partially closed their national …;https://www.gtha.com/sites/default/files/Statistics%20Canada%20The%20Economic%20Impact%20of%20Travel%20Restrictions%20on%20the%20Canadian%20Economy%20due%20to%20the%20COVID-19%20Pandemic%20Oct%202020.pdf;https://scholar.google.com/scholar?q=related:3fVUkfYyToIJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:travel+intitle:economic&hl=en&as_sdt=2007
3;KR Jain, A Dhyanib;covid-19 impact on the indian economy a review of uttarakhands travel tourism and hospitality sector;2020;INTERNATIONAL JOURNALOF TRADE & …;researchgate.net;https://www.researchgate.net/profile/Md-Zahir-Uddin-Arif/publication/343820486_Marketing_System_of_Plastic_Door/links/5f8d5603458515b7cf8b66b6/Marketing-System-of-Plastic-Door.pdf#page=109;https://scholar.google.com/scholar?cites=11591662575409225064&as_sdt=2005&sciodt=2007&hl=en;1;16.12.2021 01:37;PDF;;;;;;;;3;300;2;2;1;This study examines the impact of COVID-19 on the Indian Economy with reference to travel, tourism and hospitality sector in Uttarakhand. The outbreak of corona virus in China shook the world due to its adverse impact on the global economy. The corona virus pandemic is …;https://www.researchgate.net/profile/Md-Zahir-Uddin-Arif/publication/343820486_Marketing_System_of_Plastic_Door/links/5f8d5603458515b7cf8b66b6/Marketing-System-of-Plastic-Door.pdf#page=109;https://scholar.google.com/scholar?q=related:aN10c7Lb3aAJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:hospitality+intitle:economy&hl=en&as_sdt=2007
3;ZS Al-Hasni;the economic impact of covid-19 on the omani tourism sector;2021;Psychology and Education Journal;psychologyandeducation.net;http://psychologyandeducation.net/pae/index.php/pae/article/view/1946;https://scholar.google.com/scholar?cites=16140374868351002321&as_sdt=2005&sciodt=2007&hl=en;57;16.12.2021 01:42;;;;;;;;;3;300;3;1;1;The COVID-19 pandemic has continued to cripple the tourism sector globally. The Omani tourism sector is not an exception. However, there are no empirical studies focusing on how Oman's tourism sector has been affected by the COVID-19 pandemic. This study aimed to …;http://psychologyandeducation.net/pae/index.php/pae/article/download/1946/1708;https://scholar.google.com/scholar?q=related:0Sa0aW0h_t8J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
3;S Jobs, ET Travel;tourism/a call for action to mitigate the socio-economic impact of covid-19 and accelerate recovery;2020;????? ???????: https://www. e-unwto. org/doi/book …;;;https://scholar.google.com/scholar?cites=3980231373965143453&as_sdt=2005&sciodt=2007&hl=en;77;16.12.2021 01:42;CITATION;;;;;;;;3;300;2;2;1;;;https://scholar.google.com/scholar?q=related:na0OsVifPDcJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
3;BN Gopalakrishnan, R Peters, D Vanzetti;covid-19 and tourism assessing the economic consequences united nations conference on trade and development;2020;;;;https://scholar.google.com/scholar?cites=1161193963133084218&as_sdt=2005&sciodt=2007&hl=en;80;16.12.2021 01:42;CITATION;;;;;;;;3;300;1;3;1;;;https://scholar.google.com/scholar?q=related:OiLg18FjHRAJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
3;LCS Ribeiro, GF Santos, RB Cerqueira, KB Souza;economic impact of covid-19 on tourism in brazil;;researchgate.net;;https://www.researchgate.net/profile/Luiz-Carlos-Ribeiro-2/publication/341805042_Economic_impact_of_Covid-19_on_tourism_in_Brazil/links/5ed5952f92851c9c5e722f50/Economic-impact-of-Covid-19-on-tourism-in-Brazil.pdf;https://scholar.google.com/scholar?cites=4885275072152557942&as_sdt=2005&sciodt=2007&hl=en;60;16.12.2021 01:42;PDF;;;;;;;;3;0;1;4;;This research note aims to estimate the economic impact of pandemic COVID-19 on the tourism sector in Brazil. Tourist activities were the first to be strongly affected by the pandemic, and these impacts are expected to be the most prolonged among economic …;https://www.researchgate.net/profile/Luiz-Carlos-Ribeiro-2/publication/341805042_Economic_impact_of_Covid-19_on_tourism_in_Brazil/links/5ed5952f92851c9c5e722f50/Economic-impact-of-Covid-19-on-tourism-in-Brazil.pdf;https://scholar.google.com/scholar?q=related:dlm5ecv7y0MJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
3;RR Peterson, RB DiPietro; impact of the covid-19 pandemic on the perceptions and sentiments of tourism employees evidence from a small island tourism economy in the caribbean;2021;International Hospitality Review;emerald.com;https://www.emerald.com/insight/content/doi/10.1108/IHR-10-2020-0063/full/html;https://scholar.google.com/scholar?cites=12118007554537759492&as_sdt=2005&sciodt=2007&hl=en;8;16.12.2021 01:34;HTML;10.1108/IHR-10-2020-0063;;;;;;;3;300;2;2;1;Purpose Building on tourism crisis studies and behavioral economics, this study describes a national survey conducted among 439 Aruban tourism and nontourism employees. Design/methodology/approach Regression analysis was subsequently conducted to …;https://www.emerald.com/insight/content/doi/10.1108/IHR-10-2020-0063/full/html;https://scholar.google.com/scholar?q=related:BCO5uarPK6gJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economy&hl=en&as_sdt=2007
2;S Bilous, A Kras' ko, J Masjuk;economic consequences of the covid-19 dissemination for the hospitality industry;2020;Geography, Economics and Tourism: national and …;;;https://scholar.google.com/scholar?cites=10993671696259680727&as_sdt=2005&sciodt=2007&hl=en;11;16.12.2021 01:44;CITATION;;;;;;;;2;200;1;3;1;;;
2;K Pinargote, T Loor;covid-19 and its economic impact on hotel companies in manta-ecuador;2021;ECA SINERGIA;;;https://scholar.google.com/scholar?cites=16456112668065046948&as_sdt=2005&sciodt=2007&hl=en;7;16.12.2021 01:45;CITATION;;;;;;;;2;200;1;2;1;;;
2;LE Okafor, U Khalid, K Burzynska;does the level of a countrys resilience moderate the link between the tourism industry and the economic policy response to the covid-19 pandemic;2021;Current Issues in Tourism;Taylor & Francis;https://www.tandfonline.com/doi/abs/10.1080/13683500.2021.1956441;https://scholar.google.com/scholar?cites=15634936002058013965&as_sdt=2005&sciodt=2007&hl=en;5;16.12.2021 01:42;;10.1080/13683500.2021.1956441;;;;;;;2;200;1;3;1;This study examines whether the level of a country's resilience to shocks moderates the link between the size of the tourism industry and the economic policy response to the COVID-19 pandemic using data from 113 countries. The findings suggest that countries with large …;https://www.researchgate.net/profile/Usman-Khalid-15/publication/353385334_Does_the_level_of_a_country's_resilience_moderate_the_link_between_the_tourism_industry_and_the_economic_policy_response_to_the_COVID-19_pandemic/links/6112bec21e95fe241ac2690f/Does-the-level-of-a-countrys-resilience-moderate-the-link-between-the-tourism-industry-and-the-economic-policy-response-to-the-COVID-19-pandemic.pdf;
2;FM Laeeq Razzak Janjua, P Sukjai, ...;impact of covid-19 pandemic on logistics performance economic growth and tourism industry of thailand an empirical forecasting using arima;2021;Brazilian Journal of …;scholar.archive.org;https://scholar.archive.org/work/eacbpc4dd5depa6o75q2nwyvny/access/wayback/https://bjopm.emnuvens.com.br/bjopm/article/download/999/972;https://scholar.google.com/scholar?cites=3068318376357017907&as_sdt=2005&sciodt=2007&hl=en;15;16.12.2021 01:42;PDF;;;;;;;;2;200;1;3;1;Goal: The tourism sector always plays a vital role among other sectors, which contributes heavily to Thailand's GDP. Due to the recent Pandemic crises, the tourism industry worldwide faces a decline. The aim of writing this paper is to forecast, tourist inflow for …;https://scholar.archive.org/work/eacbpc4dd5depa6o75q2nwyvny/access/wayback/https://bjopm.emnuvens.com.br/bjopm/article/download/999/972;
2;MD YANUAR;the risk of mainstreaming economic growth and tourism on preventing covid-19 in indonesia;2021;Sociology & Technoscience/Sociología y …;search.ebscohost.com;http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=19898487&AN=152964756&h=OCcwsU62LaMylNw%2BsEVnxeAwHjqME5jWUDf3wJ9ul7H0x7st%2FYqbEhJfABpTPaZa7XQbtLCWemKueQFkc6Yjng%3D%3D&crl=c;https://scholar.google.com/scholar?cites=2380676385843700055&as_sdt=2005&sciodt=2007&hl=en;17;16.12.2021 01:42;;;;;;;;;2;200;2;1;1;English The outbreak of Covid-19 has put serious pressure on the management of international tourism problems and Indonesia, being a tourist attraction, is not an exception. In this wake, the main purpose of this study was to analyze the dilemma of Indonesia's …;;
2;F Magno, F Cassia;firms responses to the covid-19 crisis in the tourism industry effects on customer loyalty and economic performance;2021;Anatolia;Taylor & Francis;https://www.tandfonline.com/doi/full/10.1080/13032917.2021.1916551;https://scholar.google.com/scholar?cites=9587443235298570400&as_sdt=2005&sciodt=2007&hl=en;23;16.12.2021 01:42;;10.1080/13032917.2021.1916551;;;;;;;2;200;1;2;1;Results Descriptive statistics indicate that organizational changes were the most popular responses adopted by the sample firms to cope with the COVID-19 crisis, followed by cost-cutting measures and marketing interventions. Moreover, the 2020 performance was …;;https://scholar.google.com/scholar?q=related:oHAxeNNwDYUJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
2;F Kurnianingsih, I Zulkarnain, M Mahadiansar;how socio-economic impact tourism development in pandemic covid-19 study of bintan regency indonesia;2021;International Journal of …;ijssr.net;http://ijssr.net/index.php/ijssr/article/view/46;https://scholar.google.com/scholar?cites=18390393220570225252&as_sdt=2005&sciodt=2007&hl=en;44;16.12.2021 01:42;;;;;;;;;2;200;1;3;1;The socio-economic impact is part of the benchmark for measuring the success of regional development in various sectors, especially tourism in Indonesia. During the Covid 19 pandemic, the tourism sector in Bintan Regency has decreased so that it has an impact on …;http://ijssr.net/index.php/ijssr/article/download/46/31;https://scholar.google.com/scholar?q=related:ZBrXlzLNN_8J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
2;EG Leonidova;tourism in russia under covid-19 assessing the economic effect of stimulating demand for the country and regions;2021;Economic and Social Changes: Facts, Trends, Forecast;;;https://scholar.google.com/scholar?cites=5728594736284762701&as_sdt=2005&sciodt=2007&hl=en;82;16.12.2021 01:42;CITATION;;;;;;;;2;200;2;1;1;;;
2;MA Ozdemir;what are economic psychological and social consequences of the covid-19 crisis on tourism employees;2020;International Journal of Social, Political and Economic …;ijosper.uk;http://ijosper.uk/index.php/i/article/view/125;https://scholar.google.com/scholar?cites=9905400539440895431&as_sdt=2005&sciodt=2007&hl=en;11;16.12.2021 01:42;;;;;;;;;2;200;2;1;1;This paper purposes to investigate the economic, psychological and social effects of the Covid-19 crisis on tourism employees in Turkey. The exploratory research approach was adopted and an online interview, one of the qualitative research methods, was used for data …;http://ijosper.uk/index.php/i/article/download/125/128;https://scholar.google.com/scholar?q=related:x1VWP08Nd4kJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
2;A Hoque, FA Shikha, MW Hasanat, ...;a global economic  tourism after covid-19 pandemic a review paper;2020;Journal of Public …;readersinsight.net;https://www.readersinsight.net/JPVAI/article/view/1557;https://scholar.google.com/scholar?cites=4941832311144483656&as_sdt=2005&sciodt=2007&hl=en;27;16.12.2021 01:42;;;;;;;;;2;200;1;4;1;The current study is going to eradicate several discussions and facts regarding the effects of Covid-19 on the global economy as well as the tourism industry as well. On the basis of the records that have been found out, the global economy is at a terrible position and most of the …;https://www.readersinsight.net/JPVAI/article/download/1557/1201;https://scholar.google.com/scholar?q=related:SItQ1U3qlEQJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
2;AN Abukhalifeh, K Chandran, ...;understanding the dichotomy of covid-19 and its economic impact on the tourism industry in south korea;2020;Review of Integrative …;academia.edu;https://www.academia.edu/download/64768558/riber_9_s4_03_k20_049_25_35.pdf;https://scholar.google.com/scholar?cites=11298208474673452789&as_sdt=2005&sciodt=2007&hl=en;30;16.12.2021 01:42;PDF;;;;;;;;2;200;1;3;1;Reports on the outbreak of COVID-19,(previously known as novel coronavirus), came out when the Chinese government announced it on the 31st of December 2019. The weeks that followed saw an unprecedented increase in the number of infections domestically and …;https://www.academia.edu/download/64768558/riber_9_s4_03_k20_049_25_35.pdf;https://scholar.google.com/scholar?q=related:9RY4S79My5wJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
